project_title,description,category,sensors,actuators,controllers,components
Air Quality Monitoring,monitor pollution levels variation 1001,IoT,Soil Sensor,Buzzer,ESP8266,Soil Sensor|Buzzer|ESP8266
Smart Irrigation,automatic watering using soil moisture variation 1002,IoT,IR Sensor|Soil Sensor,Servo Motor,ESP8266,IR Sensor|Soil Sensor|Servo Motor|ESP8266
Smart Security System,detect intruders using sensors variation 1003,IoT,IR Sensor,None,ESP8266,IR Sensor|ESP8266
Water Level Indicator,monitor water level in tank variation 1004,IoT,Humidity Sensor|Temperature Sensor,Servo Motor,Arduino,Humidity Sensor|Temperature Sensor|Servo Motor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 1005,IoT,Gas Sensor,None,ESP32,Gas Sensor|ESP32
Air Quality Monitoring,monitor pollution levels variation 1006,IoT,Temperature Sensor|LDR Sensor,None,ESP32,Temperature Sensor|LDR Sensor|ESP32
Obstacle Avoiding Robot,robot avoids obstacles variation 1007,Robotics,Flame Sensor|Temperature Sensor,None,Arduino,Flame Sensor|Temperature Sensor|Arduino
Smart Security System,detect intruders using sensors variation 1008,IoT,LDR Sensor|Humidity Sensor,None,ESP32,LDR Sensor|Humidity Sensor|ESP32
Smart Farming,monitor agriculture conditions variation 1009,IoT,Flame Sensor,None,ESP32,Flame Sensor|ESP32
Smart Parking,detect parking availability variation 1010,IoT,Humidity Sensor,None,ESP8266,Humidity Sensor|ESP8266
Smart Lighting,automatic lighting control variation 1011,IoT,Gas Sensor|Motion Sensor,Relay,ESP8266,Gas Sensor|Motion Sensor|Relay|ESP8266
Smart Security System,detect intruders using sensors variation 1012,IoT,LDR Sensor,Servo Motor,Arduino,LDR Sensor|Servo Motor|Arduino
Home Automation,control home devices using wifi variation 1013,IoT,Gas Sensor,Motor Driver,Arduino,Gas Sensor|Motor Driver|Arduino
Weather Monitoring,monitor temperature and humidity variation 1014,IoT,Soil Sensor,None,Arduino,Soil Sensor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 1015,IoT,Flame Sensor,Relay,Arduino,Flame Sensor|Relay|Arduino
Obstacle Avoiding Robot,robot avoids obstacles variation 1016,Robotics,IR Sensor,None,ESP8266,IR Sensor|ESP8266
Smart Lighting,automatic lighting control variation 1017,IoT,Humidity Sensor,Water Pump,ESP8266,Humidity Sensor|Water Pump|ESP8266
Smart Farming,monitor agriculture conditions variation 1018,IoT,Ultrasonic Sensor,Relay,Arduino,Ultrasonic Sensor|Relay|Arduino
Fire Detection,detect fire using flame sensor variation 1019,IoT,IR Sensor,LED,ESP8266,IR Sensor|LED|ESP8266
Smart Lighting,automatic lighting control variation 1020,IoT,Flame Sensor|Humidity Sensor,None,ESP32,Flame Sensor|Humidity Sensor|ESP32
Home Automation,control home devices using wifi variation 1021,IoT,Gas Sensor|Temperature Sensor,Motor Driver,ESP32,Gas Sensor|Temperature Sensor|Motor Driver|ESP32
Smart Parking,detect parking availability variation 1022,IoT,LDR Sensor|Flame Sensor,None,ESP8266,LDR Sensor|Flame Sensor|ESP8266
Smart Parking,detect parking availability variation 1023,IoT,Flame Sensor,LED,ESP32,Flame Sensor|LED|ESP32
Smart Farming,monitor agriculture conditions variation 1024,IoT,Motion Sensor|Flame Sensor,None,ESP8266,Motion Sensor|Flame Sensor|ESP8266
Smart Lighting,automatic lighting control variation 1025,IoT,Gas Sensor|LDR Sensor,Relay,ESP32,Gas Sensor|LDR Sensor|Relay|ESP32
Home Automation,control home devices using wifi variation 1026,IoT,Ultrasonic Sensor,LED,ESP8266,Ultrasonic Sensor|LED|ESP8266
Fire Detection,detect fire using flame sensor variation 1027,IoT,IR Sensor|Gas Sensor,None,ESP8266,IR Sensor|Gas Sensor|ESP8266
Weather Monitoring,monitor temperature and humidity variation 1028,IoT,Gas Sensor|IR Sensor,LED,Arduino,Gas Sensor|IR Sensor|LED|Arduino
Obstacle Avoiding Robot,robot avoids obstacles variation 1029,Robotics,Humidity Sensor,None,ESP8266,Humidity Sensor|ESP8266
Smart Farming,monitor agriculture conditions variation 1030,IoT,Flame Sensor|Ultrasonic Sensor,None,ESP8266,Flame Sensor|Ultrasonic Sensor|ESP8266
Obstacle Avoiding Robot,robot avoids obstacles variation 1031,Robotics,Ultrasonic Sensor,None,Arduino,Ultrasonic Sensor|Arduino
Water Level Indicator,monitor water level in tank variation 1032,IoT,Humidity Sensor,Water Pump,ESP32,Humidity Sensor|Water Pump|ESP32
Smart Parking,detect parking availability variation 1033,IoT,Flame Sensor,Relay,ESP32,Flame Sensor|Relay|ESP32
Smart Lighting,automatic lighting control variation 1034,IoT,Gas Sensor,LED,ESP32,Gas Sensor|LED|ESP32
Smart Security System,detect intruders using sensors variation 1035,IoT,Motion Sensor,Motor Driver,ESP32,Motion Sensor|Motor Driver|ESP32
Smart Lighting,automatic lighting control variation 1036,IoT,Motion Sensor,Water Pump,ESP32,Motion Sensor|Water Pump|ESP32
Smart Farming,monitor agriculture conditions variation 1037,IoT,LDR Sensor|Humidity Sensor,Buzzer,ESP32,LDR Sensor|Humidity Sensor|Buzzer|ESP32
Weather Monitoring,monitor temperature and humidity variation 1038,IoT,Flame Sensor|Ultrasonic Sensor,None,Arduino,Flame Sensor|Ultrasonic Sensor|Arduino
Air Quality Monitoring,monitor pollution levels variation 1039,IoT,Motion Sensor|Flame Sensor,None,Arduino,Motion Sensor|Flame Sensor|Arduino
Water Level Indicator,monitor water level in tank variation 1040,IoT,Flame Sensor,None,Arduino,Flame Sensor|Arduino
Smart Security System,detect intruders using sensors variation 1041,IoT,Soil Sensor,None,ESP32,Soil Sensor|ESP32
Smart Lighting,automatic lighting control variation 1042,IoT,Motion Sensor|Temperature Sensor,Motor Driver,Arduino,Motion Sensor|Temperature Sensor|Motor Driver|Arduino
Air Quality Monitoring,monitor pollution levels variation 1043,IoT,Motion Sensor|Soil Sensor,None,Arduino,Motion Sensor|Soil Sensor|Arduino
Smart Parking,detect parking availability variation 1044,IoT,Temperature Sensor|Motion Sensor,Water Pump,Arduino,Temperature Sensor|Motion Sensor|Water Pump|Arduino
Smart Security System,detect intruders using sensors variation 1045,IoT,Flame Sensor,Buzzer,ESP32,Flame Sensor|Buzzer|ESP32
Smart Lighting,automatic lighting control variation 1046,IoT,Ultrasonic Sensor,Servo Motor,Arduino,Ultrasonic Sensor|Servo Motor|Arduino
Line Following Robot,robot follows path using IR sensors variation 1047,Robotics,Soil Sensor|LDR Sensor,Valve,ESP8266,Soil Sensor|LDR Sensor|Valve|ESP8266
Smart Security System,detect intruders using sensors variation 1048,IoT,Ultrasonic Sensor|LDR Sensor,None,ESP32,Ultrasonic Sensor|LDR Sensor|ESP32
Fire Detection,detect fire using flame sensor variation 1049,IoT,Flame Sensor|IR Sensor,None,Arduino,Flame Sensor|IR Sensor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 1050,IoT,Temperature Sensor,None,ESP8266,Temperature Sensor|ESP8266
Obstacle Avoiding Robot,robot avoids obstacles variation 1051,Robotics,Motion Sensor,LED,Arduino,Motion Sensor|LED|Arduino
Smart Parking,detect parking availability variation 1052,IoT,Motion Sensor|Flame Sensor,Relay,ESP32,Motion Sensor|Flame Sensor|Relay|ESP32
Air Quality Monitoring,monitor pollution levels variation 1053,IoT,Soil Sensor,None,ESP8266,Soil Sensor|ESP8266
Water Level Indicator,monitor water level in tank variation 1054,IoT,Temperature Sensor|IR Sensor,LED,ESP8266,Temperature Sensor|IR Sensor|LED|ESP8266
Obstacle Avoiding Robot,robot avoids obstacles variation 1055,Robotics,Soil Sensor,None,ESP8266,Soil Sensor|ESP8266
Smart Lighting,automatic lighting control variation 1056,IoT,LDR Sensor|Ultrasonic Sensor,None,ESP8266,LDR Sensor|Ultrasonic Sensor|ESP8266
Smart Irrigation,automatic watering using soil moisture variation 1057,IoT,IR Sensor,None,Arduino,IR Sensor|Arduino
Smart Parking,detect parking availability variation 1058,IoT,Humidity Sensor|Soil Sensor,Valve,ESP8266,Humidity Sensor|Soil Sensor|Valve|ESP8266
Air Quality Monitoring,monitor pollution levels variation 1059,IoT,Humidity Sensor,Motor Driver,ESP8266,Humidity Sensor|Motor Driver|ESP8266
Smart Security System,detect intruders using sensors variation 1060,IoT,Ultrasonic Sensor|Motion Sensor,Valve,Arduino,Ultrasonic Sensor|Motion Sensor|Valve|Arduino
Line Following Robot,robot follows path using IR sensors variation 1061,Robotics,Temperature Sensor|Humidity Sensor,None,ESP8266,Temperature Sensor|Humidity Sensor|ESP8266
Water Level Indicator,monitor water level in tank variation 1062,IoT,Gas Sensor|Ultrasonic Sensor,Buzzer,ESP8266,Gas Sensor|Ultrasonic Sensor|Buzzer|ESP8266
Smart Parking,detect parking availability variation 1063,IoT,Motion Sensor,None,ESP32,Motion Sensor|ESP32
Water Level Indicator,monitor water level in tank variation 1064,IoT,Ultrasonic Sensor|Flame Sensor,Relay,ESP8266,Ultrasonic Sensor|Flame Sensor|Relay|ESP8266
Smart Parking,detect parking availability variation 1065,IoT,Flame Sensor|LDR Sensor,None,ESP8266,Flame Sensor|LDR Sensor|ESP8266
Air Quality Monitoring,monitor pollution levels variation 1066,IoT,Soil Sensor|Humidity Sensor,None,Arduino,Soil Sensor|Humidity Sensor|Arduino
Smart Parking,detect parking availability variation 1067,IoT,IR Sensor|Humidity Sensor,None,ESP32,IR Sensor|Humidity Sensor|ESP32
Water Level Indicator,monitor water level in tank variation 1068,IoT,IR Sensor,None,ESP32,IR Sensor|ESP32
Smart Parking,detect parking availability variation 1069,IoT,Motion Sensor,None,ESP32,Motion Sensor|ESP32
Smart Security System,detect intruders using sensors variation 1070,IoT,Ultrasonic Sensor|IR Sensor,None,Arduino,Ultrasonic Sensor|IR Sensor|Arduino
Water Level Indicator,monitor water level in tank variation 1071,IoT,Motion Sensor,LED,ESP8266,Motion Sensor|LED|ESP8266
Air Quality Monitoring,monitor pollution levels variation 1072,IoT,Ultrasonic Sensor,None,Arduino,Ultrasonic Sensor|Arduino
Line Following Robot,robot follows path using IR sensors variation 1073,Robotics,Humidity Sensor|LDR Sensor,None,Arduino,Humidity Sensor|LDR Sensor|Arduino
Fire Detection,detect fire using flame sensor variation 1074,IoT,Motion Sensor,Motor Driver,ESP8266,Motion Sensor|Motor Driver|ESP8266
Water Level Indicator,monitor water level in tank variation 1075,IoT,Temperature Sensor,Water Pump,Arduino,Temperature Sensor|Water Pump|Arduino
Fire Detection,detect fire using flame sensor variation 1076,IoT,Gas Sensor,Relay,ESP32,Gas Sensor|Relay|ESP32
Smart Farming,monitor agriculture conditions variation 1077,IoT,Temperature Sensor,LED,ESP32,Temperature Sensor|LED|ESP32
Obstacle Avoiding Robot,robot avoids obstacles variation 1078,Robotics,Humidity Sensor|Ultrasonic Sensor,Motor Driver,ESP32,Humidity Sensor|Ultrasonic Sensor|Motor Driver|ESP32
Smart Security System,detect intruders using sensors variation 1079,IoT,Temperature Sensor,Water Pump,Arduino,Temperature Sensor|Water Pump|Arduino
Weather Monitoring,monitor temperature and humidity variation 1080,IoT,LDR Sensor|Humidity Sensor,Buzzer,ESP32,LDR Sensor|Humidity Sensor|Buzzer|ESP32
Air Quality Monitoring,monitor pollution levels variation 1081,IoT,Gas Sensor|IR Sensor,LED,ESP8266,Gas Sensor|IR Sensor|LED|ESP8266
Obstacle Avoiding Robot,robot avoids obstacles variation 1082,Robotics,Motion Sensor|Humidity Sensor,None,ESP8266,Motion Sensor|Humidity Sensor|ESP8266
Home Automation,control home devices using wifi variation 1083,IoT,Gas Sensor|Ultrasonic Sensor,None,ESP8266,Gas Sensor|Ultrasonic Sensor|ESP8266
Smart Security System,detect intruders using sensors variation 1084,IoT,Ultrasonic Sensor|Soil Sensor,Servo Motor,ESP8266,Ultrasonic Sensor|Soil Sensor|Servo Motor|ESP8266
Smart Security System,detect intruders using sensors variation 1085,IoT,LDR Sensor|Ultrasonic Sensor,None,ESP32,LDR Sensor|Ultrasonic Sensor|ESP32
Water Level Indicator,monitor water level in tank variation 1086,IoT,Gas Sensor,None,ESP32,Gas Sensor|ESP32
Weather Monitoring,monitor temperature and humidity variation 1087,IoT,Motion Sensor|Flame Sensor,Valve,ESP32,Motion Sensor|Flame Sensor|Valve|ESP32
Fire Detection,detect fire using flame sensor variation 1088,IoT,Ultrasonic Sensor,Relay,ESP32,Ultrasonic Sensor|Relay|ESP32
Air Quality Monitoring,monitor pollution levels variation 1089,IoT,Soil Sensor|Humidity Sensor,Buzzer,ESP32,Soil Sensor|Humidity Sensor|Buzzer|ESP32
Smart Parking,detect parking availability variation 1090,IoT,Ultrasonic Sensor,None,ESP8266,Ultrasonic Sensor|ESP8266
Home Automation,control home devices using wifi variation 1091,IoT,Motion Sensor,Relay,ESP32,Motion Sensor|Relay|ESP32
Smart Lighting,automatic lighting control variation 1092,IoT,Flame Sensor|Humidity Sensor,None,ESP32,Flame Sensor|Humidity Sensor|ESP32
Smart Lighting,automatic lighting control variation 1093,IoT,Motion Sensor,None,ESP32,Motion Sensor|ESP32
Weather Monitoring,monitor temperature and humidity variation 1094,IoT,Ultrasonic Sensor,None,ESP32,Ultrasonic Sensor|ESP32
Smart Farming,monitor agriculture conditions variation 1095,IoT,Humidity Sensor,Relay,ESP32,Humidity Sensor|Relay|ESP32
Smart Irrigation,automatic watering using soil moisture variation 1096,IoT,Ultrasonic Sensor|Humidity Sensor,Buzzer,ESP32,Ultrasonic Sensor|Humidity Sensor|Buzzer|ESP32
Fire Detection,detect fire using flame sensor variation 1097,IoT,Ultrasonic Sensor,None,ESP8266,Ultrasonic Sensor|ESP8266
Smart Security System,detect intruders using sensors variation 1098,IoT,Humidity Sensor|Flame Sensor,None,ESP32,Humidity Sensor|Flame Sensor|ESP32
Smart Farming,monitor agriculture conditions variation 1099,IoT,Soil Sensor,Buzzer,Arduino,Soil Sensor|Buzzer|Arduino
Smart Irrigation,automatic watering using soil moisture variation 1100,IoT,IR Sensor,None,ESP8266,IR Sensor|ESP8266
Smart Irrigation,automatic watering using soil moisture variation 1101,IoT,Humidity Sensor|LDR Sensor,Buzzer,ESP32,Humidity Sensor|LDR Sensor|Buzzer|ESP32
Smart Farming,monitor agriculture conditions variation 1102,IoT,Ultrasonic Sensor|Gas Sensor,LED,ESP32,Ultrasonic Sensor|Gas Sensor|LED|ESP32
Smart Security System,detect intruders using sensors variation 1103,IoT,Flame Sensor,Buzzer,ESP8266,Flame Sensor|Buzzer|ESP8266
Smart Farming,monitor agriculture conditions variation 1104,IoT,Ultrasonic Sensor,None,Arduino,Ultrasonic Sensor|Arduino
Home Automation,control home devices using wifi variation 1105,IoT,Soil Sensor,None,Arduino,Soil Sensor|Arduino
Smart Lighting,automatic lighting control variation 1106,IoT,Humidity Sensor,None,Arduino,Humidity Sensor|Arduino
Fire Detection,detect fire using flame sensor variation 1107,IoT,IR Sensor,None,ESP8266,IR Sensor|ESP8266
Weather Monitoring,monitor temperature and humidity variation 1108,IoT,IR Sensor|Gas Sensor,None,ESP8266,IR Sensor|Gas Sensor|ESP8266
Water Level Indicator,monitor water level in tank variation 1109,IoT,LDR Sensor|Humidity Sensor,None,ESP8266,LDR Sensor|Humidity Sensor|ESP8266
Smart Lighting,automatic lighting control variation 1110,IoT,Humidity Sensor|Flame Sensor,Relay,ESP32,Humidity Sensor|Flame Sensor|Relay|ESP32
Fire Detection,detect fire using flame sensor variation 1111,IoT,Ultrasonic Sensor,None,ESP8266,Ultrasonic Sensor|ESP8266
Smart Farming,monitor agriculture conditions variation 1112,IoT,Temperature Sensor|Flame Sensor,None,Arduino,Temperature Sensor|Flame Sensor|Arduino
Smart Security System,detect intruders using sensors variation 1113,IoT,Motion Sensor,Buzzer,Arduino,Motion Sensor|Buzzer|Arduino
Smart Security System,detect intruders using sensors variation 1114,IoT,LDR Sensor,Water Pump,Arduino,LDR Sensor|Water Pump|Arduino
Water Level Indicator,monitor water level in tank variation 1115,IoT,Ultrasonic Sensor|Soil Sensor,None,ESP32,Ultrasonic Sensor|Soil Sensor|ESP32
Smart Lighting,automatic lighting control variation 1116,IoT,Flame Sensor|Ultrasonic Sensor,None,ESP32,Flame Sensor|Ultrasonic Sensor|ESP32
Home Automation,control home devices using wifi variation 1117,IoT,Temperature Sensor,Motor Driver,Arduino,Temperature Sensor|Motor Driver|Arduino
Smart Parking,detect parking availability variation 1118,IoT,IR Sensor|Motion Sensor,Motor Driver,ESP8266,IR Sensor|Motion Sensor|Motor Driver|ESP8266
Smart Farming,monitor agriculture conditions variation 1119,IoT,Temperature Sensor,Valve,ESP32,Temperature Sensor|Valve|ESP32
Air Quality Monitoring,monitor pollution levels variation 1120,IoT,LDR Sensor,Water Pump,ESP8266,LDR Sensor|Water Pump|ESP8266
Line Following Robot,robot follows path using IR sensors variation 1121,Robotics,Gas Sensor,Valve,Arduino,Gas Sensor|Valve|Arduino
Weather Monitoring,monitor temperature and humidity variation 1122,IoT,Gas Sensor,Buzzer,Arduino,Gas Sensor|Buzzer|Arduino
Smart Irrigation,automatic watering using soil moisture variation 1123,IoT,Humidity Sensor,None,ESP8266,Humidity Sensor|ESP8266
Obstacle Avoiding Robot,robot avoids obstacles variation 1124,Robotics,Soil Sensor,Buzzer,ESP32,Soil Sensor|Buzzer|ESP32
Fire Detection,detect fire using flame sensor variation 1125,IoT,Ultrasonic Sensor,LED,ESP32,Ultrasonic Sensor|LED|ESP32
Air Quality Monitoring,monitor pollution levels variation 1126,IoT,Flame Sensor|Soil Sensor,Servo Motor,ESP32,Flame Sensor|Soil Sensor|Servo Motor|ESP32
Line Following Robot,robot follows path using IR sensors variation 1127,Robotics,Motion Sensor|Flame Sensor,Water Pump,ESP32,Motion Sensor|Flame Sensor|Water Pump|ESP32
Obstacle Avoiding Robot,robot avoids obstacles variation 1128,Robotics,Soil Sensor,None,ESP32,Soil Sensor|ESP32
Smart Security System,detect intruders using sensors variation 1129,IoT,IR Sensor|Soil Sensor,Motor Driver,ESP32,IR Sensor|Soil Sensor|Motor Driver|ESP32
Water Level Indicator,monitor water level in tank variation 1130,IoT,Soil Sensor|Motion Sensor,None,Arduino,Soil Sensor|Motion Sensor|Arduino
Line Following Robot,robot follows path using IR sensors variation 1131,Robotics,Motion Sensor|LDR Sensor,None,ESP8266,Motion Sensor|LDR Sensor|ESP8266
Fire Detection,detect fire using flame sensor variation 1132,IoT,IR Sensor,Servo Motor,ESP8266,IR Sensor|Servo Motor|ESP8266
Smart Irrigation,automatic watering using soil moisture variation 1133,IoT,Gas Sensor|IR Sensor,Water Pump,ESP8266,Gas Sensor|IR Sensor|Water Pump|ESP8266
Smart Irrigation,automatic watering using soil moisture variation 1134,IoT,LDR Sensor|Humidity Sensor,None,ESP8266,LDR Sensor|Humidity Sensor|ESP8266
Smart Parking,detect parking availability variation 1135,IoT,LDR Sensor|Ultrasonic Sensor,Motor Driver,ESP32,LDR Sensor|Ultrasonic Sensor|Motor Driver|ESP32
Line Following Robot,robot follows path using IR sensors variation 1136,Robotics,Ultrasonic Sensor,Servo Motor,ESP32,Ultrasonic Sensor|Servo Motor|ESP32
Smart Lighting,automatic lighting control variation 1137,IoT,Soil Sensor,None,ESP8266,Soil Sensor|ESP8266
Fire Detection,detect fire using flame sensor variation 1138,IoT,IR Sensor|Humidity Sensor,None,ESP8266,IR Sensor|Humidity Sensor|ESP8266
Obstacle Avoiding Robot,robot avoids obstacles variation 1139,Robotics,Humidity Sensor|Motion Sensor,None,ESP8266,Humidity Sensor|Motion Sensor|ESP8266
Smart Parking,detect parking availability variation 1140,IoT,Motion Sensor|IR Sensor,Water Pump,ESP32,Motion Sensor|IR Sensor|Water Pump|ESP32
Fire Detection,detect fire using flame sensor variation 1141,IoT,Humidity Sensor|Ultrasonic Sensor,Servo Motor,ESP8266,Humidity Sensor|Ultrasonic Sensor|Servo Motor|ESP8266
Water Level Indicator,monitor water level in tank variation 1142,IoT,IR Sensor|Gas Sensor,Relay,ESP8266,IR Sensor|Gas Sensor|Relay|ESP8266
Smart Lighting,automatic lighting control variation 1143,IoT,Motion Sensor,Relay,ESP8266,Motion Sensor|Relay|ESP8266
Obstacle Avoiding Robot,robot avoids obstacles variation 1144,Robotics,LDR Sensor,LED,Arduino,LDR Sensor|LED|Arduino
Air Quality Monitoring,monitor pollution levels variation 1145,IoT,Humidity Sensor,None,Arduino,Humidity Sensor|Arduino
Water Level Indicator,monitor water level in tank variation 1146,IoT,IR Sensor|Ultrasonic Sensor,Servo Motor,ESP8266,IR Sensor|Ultrasonic Sensor|Servo Motor|ESP8266
Smart Parking,detect parking availability variation 1147,IoT,Ultrasonic Sensor|IR Sensor,None,ESP32,Ultrasonic Sensor|IR Sensor|ESP32
Air Quality Monitoring,monitor pollution levels variation 1148,IoT,IR Sensor|Temperature Sensor,LED,ESP8266,IR Sensor|Temperature Sensor|LED|ESP8266
Water Level Indicator,monitor water level in tank variation 1149,IoT,LDR Sensor,Water Pump,ESP8266,LDR Sensor|Water Pump|ESP8266
Smart Security System,detect intruders using sensors variation 1150,IoT,Motion Sensor,Water Pump,ESP32,Motion Sensor|Water Pump|ESP32
Smart Lighting,automatic lighting control variation 1151,IoT,Ultrasonic Sensor|Motion Sensor,None,Arduino,Ultrasonic Sensor|Motion Sensor|Arduino
Water Level Indicator,monitor water level in tank variation 1152,IoT,LDR Sensor|Humidity Sensor,None,ESP32,LDR Sensor|Humidity Sensor|ESP32
Water Level Indicator,monitor water level in tank variation 1153,IoT,Motion Sensor|Humidity Sensor,None,Arduino,Motion Sensor|Humidity Sensor|Arduino
Weather Monitoring,monitor temperature and humidity variation 1154,IoT,IR Sensor,None,Arduino,IR Sensor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 1155,IoT,Humidity Sensor|Flame Sensor,None,ESP32,Humidity Sensor|Flame Sensor|ESP32
Weather Monitoring,monitor temperature and humidity variation 1156,IoT,Humidity Sensor|IR Sensor,Relay,Arduino,Humidity Sensor|IR Sensor|Relay|Arduino
Home Automation,control home devices using wifi variation 1157,IoT,IR Sensor,Relay,Arduino,IR Sensor|Relay|Arduino
Weather Monitoring,monitor temperature and humidity variation 1158,IoT,Motion Sensor,Servo Motor,Arduino,Motion Sensor|Servo Motor|Arduino
Water Level Indicator,monitor water level in tank variation 1159,IoT,Humidity Sensor,LED,ESP8266,Humidity Sensor|LED|ESP8266
Obstacle Avoiding Robot,robot avoids obstacles variation 1160,Robotics,Soil Sensor,None,Arduino,Soil Sensor|Arduino
Smart Security System,detect intruders using sensors variation 1161,IoT,Motion Sensor|LDR Sensor,None,ESP8266,Motion Sensor|LDR Sensor|ESP8266
Weather Monitoring,monitor temperature and humidity variation 1162,IoT,LDR Sensor|Temperature Sensor,None,ESP32,LDR Sensor|Temperature Sensor|ESP32
Water Level Indicator,monitor water level in tank variation 1163,IoT,LDR Sensor|Soil Sensor,None,Arduino,LDR Sensor|Soil Sensor|Arduino
Water Level Indicator,monitor water level in tank variation 1164,IoT,Motion Sensor|Flame Sensor,Buzzer,ESP32,Motion Sensor|Flame Sensor|Buzzer|ESP32
Home Automation,control home devices using wifi variation 1165,IoT,Soil Sensor,None,ESP8266,Soil Sensor|ESP8266
Smart Lighting,automatic lighting control variation 1166,IoT,Flame Sensor,Valve,ESP32,Flame Sensor|Valve|ESP32
Line Following Robot,robot follows path using IR sensors variation 1167,Robotics,Ultrasonic Sensor,None,ESP8266,Ultrasonic Sensor|ESP8266
Fire Detection,detect fire using flame sensor variation 1168,IoT,Humidity Sensor,Water Pump,ESP8266,Humidity Sensor|Water Pump|ESP8266
Weather Monitoring,monitor temperature and humidity variation 1169,IoT,IR Sensor|Motion Sensor,None,ESP32,IR Sensor|Motion Sensor|ESP32
Home Automation,control home devices using wifi variation 1170,IoT,Motion Sensor|Gas Sensor,None,Arduino,Motion Sensor|Gas Sensor|Arduino
Air Quality Monitoring,monitor pollution levels variation 1171,IoT,Humidity Sensor,Servo Motor,ESP32,Humidity Sensor|Servo Motor|ESP32
Line Following Robot,robot follows path using IR sensors variation 1172,Robotics,Motion Sensor,Motor Driver,Arduino,Motion Sensor|Motor Driver|Arduino
Smart Security System,detect intruders using sensors variation 1173,IoT,Humidity Sensor|Soil Sensor,Valve,Arduino,Humidity Sensor|Soil Sensor|Valve|Arduino
Water Level Indicator,monitor water level in tank variation 1174,IoT,Flame Sensor,None,Arduino,Flame Sensor|Arduino
Smart Farming,monitor agriculture conditions variation 1175,IoT,LDR Sensor|Soil Sensor,None,ESP8266,LDR Sensor|Soil Sensor|ESP8266
Smart Lighting,automatic lighting control variation 1176,IoT,Temperature Sensor,Servo Motor,ESP8266,Temperature Sensor|Servo Motor|ESP8266
Weather Monitoring,monitor temperature and humidity variation 1177,IoT,Motion Sensor|Humidity Sensor,None,Arduino,Motion Sensor|Humidity Sensor|Arduino
Smart Security System,detect intruders using sensors variation 1178,IoT,Flame Sensor,None,Arduino,Flame Sensor|Arduino
Weather Monitoring,monitor temperature and humidity variation 1179,IoT,Gas Sensor|Ultrasonic Sensor,None,ESP32,Gas Sensor|Ultrasonic Sensor|ESP32
Air Quality Monitoring,monitor pollution levels variation 1180,IoT,Motion Sensor,None,ESP32,Motion Sensor|ESP32
Smart Security System,detect intruders using sensors variation 1181,IoT,Flame Sensor|IR Sensor,None,Arduino,Flame Sensor|IR Sensor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 1182,IoT,Temperature Sensor,LED,Arduino,Temperature Sensor|LED|Arduino
Smart Parking,detect parking availability variation 1183,IoT,Gas Sensor,Buzzer,ESP32,Gas Sensor|Buzzer|ESP32
Obstacle Avoiding Robot,robot avoids obstacles variation 1184,Robotics,Flame Sensor,None,ESP32,Flame Sensor|ESP32
Smart Security System,detect intruders using sensors variation 1185,IoT,Temperature Sensor,Motor Driver,ESP8266,Temperature Sensor|Motor Driver|ESP8266
Smart Parking,detect parking availability variation 1186,IoT,Flame Sensor|LDR Sensor,LED,ESP32,Flame Sensor|LDR Sensor|LED|ESP32
Smart Security System,detect intruders using sensors variation 1187,IoT,Humidity Sensor,Buzzer,ESP32,Humidity Sensor|Buzzer|ESP32
Line Following Robot,robot follows path using IR sensors variation 1188,Robotics,Temperature Sensor|Gas Sensor,Motor Driver,ESP32,Temperature Sensor|Gas Sensor|Motor Driver|ESP32
Smart Lighting,automatic lighting control variation 1189,IoT,IR Sensor|Flame Sensor,Relay,ESP8266,IR Sensor|Flame Sensor|Relay|ESP8266
Smart Lighting,automatic lighting control variation 1190,IoT,Ultrasonic Sensor|Gas Sensor,None,ESP32,Ultrasonic Sensor|Gas Sensor|ESP32
Smart Lighting,automatic lighting control variation 1191,IoT,Humidity Sensor|Soil Sensor,None,ESP32,Humidity Sensor|Soil Sensor|ESP32
Smart Irrigation,automatic watering using soil moisture variation 1192,IoT,Humidity Sensor|Motion Sensor,None,ESP8266,Humidity Sensor|Motion Sensor|ESP8266
Smart Farming,monitor agriculture conditions variation 1193,IoT,Gas Sensor,None,ESP8266,Gas Sensor|ESP8266
Home Automation,control home devices using wifi variation 1194,IoT,Gas Sensor|Flame Sensor,Relay,ESP32,Gas Sensor|Flame Sensor|Relay|ESP32
Smart Lighting,automatic lighting control variation 1195,IoT,Flame Sensor,Relay,ESP32,Flame Sensor|Relay|ESP32
Water Level Indicator,monitor water level in tank variation 1196,IoT,Gas Sensor|IR Sensor,None,ESP32,Gas Sensor|IR Sensor|ESP32
Air Quality Monitoring,monitor pollution levels variation 1197,IoT,Motion Sensor,None,ESP32,Motion Sensor|ESP32
Smart Farming,monitor agriculture conditions variation 1198,IoT,Humidity Sensor|IR Sensor,None,ESP8266,Humidity Sensor|IR Sensor|ESP8266
Smart Security System,detect intruders using sensors variation 1199,IoT,Humidity Sensor,Water Pump,ESP8266,Humidity Sensor|Water Pump|ESP8266
